iter	RMSE
296	9.595519575
297	9.57696966
298	9.561169023
299	9.551465502
300	9.539811753
301	9.521486801
302	9.503684711
303	9.491046163
304	9.477761745
305	9.468133985
306	9.461211943
307	9.458111336
308	9.437636987
309	9.419281169
310	9.401409212
311	9.392362762
312	9.381327226
313	9.367666191
314	9.360057939
315	9.348560115
316	9.332513567
317	9.31959462
318	9.308870411
319	9.293496925
320	9.280827624
321	9.269093822
322	9.262550796
323	9.247325892
324	9.237218148
325	9.223381792
326	9.209897322
327	9.198922877
328	9.184026801
329	9.174306231
330	9.163332389
331	9.148050278
332	9.134887597
333	9.119702244
334	9.10145764
335	9.086024781
336	9.07690537
337	9.066548401
338	9.057334162
339	9.048802681
340	9.0352623
341	9.024535964
342	9.015819533
343	9.00305549
344	8.996307972
345	8.988291084
346	8.981981045
347	8.971476009
348	8.958171877
349	8.946775859
350	8.931031258
351	8.918557754
352	8.905268674
353	8.892540612
354	8.883816752
355	8.874680125
356	8.860552988
357	8.85102303
358	8.838770546
359	8.82861847
360	8.810264042
361	8.797171464
362	8.783947421
363	8.7731133
364	8.764645028
365	8.753127766
366	8.740378762
367	8.733000876
368	8.71839976
369	8.707648479
370	8.697099785
371	8.688813743
372	8.675637412
373	8.664939301
374	8.647575798
375	8.636474444
376	8.622711012
377	8.614816389
378	8.605195885
379	8.592705525
380	8.583307022
381	8.576277554
382	8.56500604
383	8.553074053
384	8.538523097
385	8.529179898
386	8.523970058
387	8.511034673
388	8.50396292
389	8.493824825
390	8.484807677
391	8.47791294
392	8.47111666
393	8.461225115
394	8.450958172
395	8.441290114
396	8.431990196
397	8.423828978
398	8.415970525
399	8.403147433
400	8.393292694
401	8.388670879
402	8.379783726
403	8.368612029
404	8.361931408
405	8.353190155
406	8.343769359
407	8.334881799
408	8.323079668
409	8.315515089
410	8.302949505
411	8.293561622
412	8.284262349
413	8.273076754
414	8.264334825
415	8.252922111
416	8.245513669
417	8.239394667
418	8.228663475
419	8.215294938
420	8.203773331
421	8.192735507
422	8.18275578
423	8.174746067
424	8.167891011
425	8.156425929
426	8.149348464
427	8.138117439
428	8.127423633
429	8.120418111
430	8.111169293
431	8.09884362
432	8.093244664
433	8.083147288
434	8.07760421
435	8.069433555
436	8.057383089
437	8.048115504
438	8.040543463
439	8.028932197
440	8.019692984
441	8.014628671
442	8.008167911
443	7.993721589
444	7.980647421
445	7.975285549
446	7.968300516
447	7.958529523
448	7.948638958
449	7.935035648
450	7.925284711
451	7.91779464
452	7.9097635
453	7.901367862
454	7.886774488
455	7.876161668
456	7.8719002
457	7.867043459
458	7.857563003
459	7.846564464
460	7.838398484
461	7.829562699
462	7.822744228
463	7.815001777
464	7.806962224
465	7.801871478
466	7.792116713
467	7.782815289
468	7.774394189
469	7.76325707
470	7.756523266
471	7.750582885
472	7.740161908
473	7.732836367
474	7.723066867
475	7.714779969
476	7.702944577
477	7.695772875
478	7.683819374
479	7.676751402
480	7.668914394
481	7.662445344
482	7.654232155
483	7.645979658
484	7.63557125
485	7.623548902
486	7.617266147
487	7.608915281
488	7.602626202
489	7.596148738
490	7.589972444
491	7.580260919
492	7.57160404
493	7.561287567
494	7.554029782
495	7.549255607
496	7.543582011
497	7.534911937
498	7.529549339
499	7.520315507
500	7.51428901
501	7.504443932
502	7.498347326
503	7.489628759
504	7.484667206
505	7.47710497
506	7.465795212
507	7.457016633
508	7.44926764
509	7.442645615
510	7.435474286
511	7.426848475
512	7.416998832
513	7.409591532
514	7.402899829
515	7.399322869
516	7.390586044
517	7.384422937
518	7.375692324
519	7.368617655
520	7.355371005
521	7.349753669
522	7.341596666
523	7.33330072
524	7.319866252
525	7.309402098
526	7.30150874
527	7.297669163
528	7.290902853
529	7.285627813
530	7.279703789
531	7.273568796
532	7.26692197
533	7.263508924
534	7.257126037
535	7.248201144
536	7.236820237
537	7.225573906
538	7.22200526
539	7.212650481
540	7.203752922
541	7.194583779
542	7.187375117
543	7.175988893
544	7.170103631
545	7.165113965
546	7.158059338
547	7.153465308
548	7.146509365
549	7.138309975
550	7.130722809
551	7.124258445
552	7.116216371
553	7.108216439
554	7.100976191
555	7.093559169
556	7.087132228
557	7.080926851
558	7.075100136
559	7.067171472
560	7.055344544
561	7.04686101
562	7.041971642
563	7.030989883
564	7.027202024
565	7.021908816
566	7.01664601
567	7.01142939
568	7.005974428
569	6.997292826
570	6.990115122
571	6.984561486
572	6.977077707
573	6.972874739
574	6.967045067
575	6.961514856
576	6.952743405
577	6.946599432
578	6.940109377
579	6.934434341
580	6.928430237
581	6.91741121
582	6.909915637
583	6.900496692
584	6.89548556
585	6.887904666
586	6.883179842
587	6.874281909
588	6.864883165
589	6.858135817
590	6.853750887
591	6.84798952
592	6.843038971
593	6.837424003
594	6.83023128
595	6.825115775
596	6.818707418
597	6.814566144
598	6.807500422
599	6.799816797
600	6.791217968
601	6.785116855
602	6.780476227
603	6.774894044
604	6.769163498
605	6.763775283
606	6.758607982
607	6.754004595
608	6.747870603
609	6.742605272
610	6.736194659
611	6.730865486
612	6.724325613
613	6.717856479
614	6.710193887
615	6.700621828
616	6.695740455
617	6.686905322
618	6.682201084
619	6.673786317
620	6.670193266
621	6.665545027
622	6.656979357
623	6.650920458
624	6.645229072
625	6.64005955
626	6.63179346
627	6.627163562
628	6.622223014
629	6.61500557
630	6.606472193
631	6.600594346
632	6.595000663
633	6.589332203
634	6.583177052
635	6.576592863
636	6.570294773
637	6.561459088
638	6.557594449
639	6.548441255
640	6.544447243
641	6.540831687
642	6.534742082
643	6.531207696
644	6.526254911
645	6.519979901
646	6.515727939
647	6.510354036
648	6.50250353
649	6.495052757
650	6.488822621
651	6.479288856
652	6.473572226
653	6.467069409
654	6.462112334
655	6.453613796
656	6.446916809
657	6.440790095
658	6.436571701
659	6.43196699
660	6.424223387
661	6.417338158
662	6.411200466
663	6.406919281
664	6.401900125
665	6.396799498
666	6.392526003
667	6.389741038
668	6.382554024
669	6.377684017
670	6.373938043
671	6.369575781
672	6.360915628
673	6.35521115
674	6.351120469
675	6.347242159
676	6.338964813
677	6.332430625
678	6.325754059
679	6.319682851
680	6.316054679
681	6.309176449
682	6.304163921
683	6.299058586
684	6.295325138
685	6.28932122
686	6.282877771
687	6.277553877
688	6.271551326
689	6.266806673
690	6.263383976
691	6.258536926
692	6.252928747
693	6.248691014
694	6.242979819
695	6.23676036
696	6.228725737
697	6.225086854
698	6.218288546
699	6.212578442
700	6.207416572
701	6.201165302
702	6.196195909
703	6.190158659
704	6.185303717
705	6.18235563
706	6.178711608
707	6.174780278
708	6.170573987
709	6.164283858
710	6.156038438
711	6.152604721
712	6.149166367
713	6.143923213
714	6.137480406
715	6.134354814
716	6.129313597
717	6.119757142
718	6.114966988
719	6.107177481
720	6.101795423
721	6.098319296
722	6.094682824
723	6.088690237
724	6.083196339
725	6.079165052
726	6.074059607
727	6.068293077
728	6.06352119
729	6.058043851
730	6.051830642
731	6.047504152
732	6.042472536
733	6.033107227
734	6.02603314
735	6.022478937
736	6.017663371
737	6.013874743
738	6.008265197
739	6.003094815
740	5.997637938
741	5.992583621
742	5.987457542
743	5.98202629
744	5.976308118
745	5.972559791
746	5.964995291
747	5.959706548
748	5.95674778
749	5.954069687
750	5.950966339
751	5.947853949
752	5.943627325
753	5.936940679
754	5.929358963
755	5.925742057
756	5.920570233
757	5.916457739
758	5.910258928
759	5.905311661
760	5.899882075
761	5.896207046
762	5.889920577
763	5.885822928
764	5.883092182
765	5.879597887
766	5.872321763
767	5.869243455
768	5.864168064
769	5.858438638
770	5.854538959
771	5.84851482
772	5.844015153
773	5.840252621
774	5.833766957
775	5.828870046
776	5.823034266
777	5.817912662
778	5.814114166
779	5.81103562
780	5.8052013
781	5.800133968
782	5.796974007
783	5.791275421
784	5.787793699
785	5.784509111
786	5.781653196
787	5.773744281
788	5.768297178
789	5.764065258
790	5.757483701
791	5.749858705
792	5.744740538
793	5.739547389
794	5.735355425
795	5.728353411
796	5.72362271
797	5.716609494
798	5.713071358
799	5.709627184
800	5.704028074
801	5.700385221
802	5.693437184
803	5.689601964
804	5.68297917
805	5.676976534
806	5.673338408
807	5.669656858
808	5.665410195
809	5.66147874
810	5.655870335
811	5.64975023
812	5.643465383
813	5.639645447
814	5.634894296
815	5.630425496
816	5.624493623
817	5.619297013
818	5.612062999
819	5.60902622
820	5.600033309
821	5.597207803
822	5.592937331
823	5.589353424
824	5.586264738
825	5.581673969
826	5.578549044
827	5.575427648
828	5.572200278
829	5.568355244
830	5.561517267
831	5.558746237
832	5.553316699
833	5.549450046
834	5.543820449
835	5.538288046
836	5.531643666
837	5.525980634
838	5.51997641
839	5.514691515
840	5.509633614
841	5.504969472
842	5.498805414
843	5.494594171
844	5.491839999
845	5.485230454
846	5.481344415
847	5.475364994
848	5.469907825
849	5.465720863
850	5.456861725
851	5.451667905
852	5.445290148
853	5.439233495
854	5.435480476
855	5.431073656
856	5.423443535
857	5.419277844
858	5.414864678
859	5.408440708
860	5.405733276
861	5.401083692
862	5.396206886
863	5.393925601
864	5.389502954
865	5.386863101
866	5.380489407
867	5.373776443
868	5.370636944
869	5.366822072
870	5.361947069
871	5.358768026
872	5.35434908
873	5.350862957
874	5.348508717
875	5.342368263
876	5.336914726
877	5.331855732
878	5.328560556
879	5.326361017
880	5.322455645
881	5.319361667
882	5.31328544
883	5.309385644
884	5.30345802
885	5.299389031
886	5.297840739
887	5.292768016
888	5.288866827
889	5.282999868
890	5.278608817
891	5.27402097
892	5.270699377
893	5.263667578
894	5.260891604
895	5.257279601
896	5.253517868
897	5.251009506
898	5.24716624
899	5.241311369
900	5.236006678
901	5.232791232
902	5.229054038
903	5.224150489
904	5.218457238
905	5.21565683
906	5.211212198
907	5.208596589
908	5.205104361
909	5.201450472
910	5.195938845
911	5.189216503
912	5.184195033
913	5.179621703
914	5.176529551
915	5.171761315
916	5.167071118
917	5.164255258
918	5.15999224
919	5.155304452
920	5.151116214
921	5.145173936
922	5.141279577
923	5.134682772
924	5.131424243
925	5.125785871
926	5.122991421
927	5.11723351
928	5.114661975
929	5.110588873
930	5.104646361
931	5.09867522
932	5.095482455
933	5.089407697
934	5.084738849
935	5.07944081
936	5.075516984
937	5.070268386
938	5.065139041
939	5.062434101
940	5.05769046
941	5.052952883
942	5.048508823
943	5.042684573
944	5.039858378
945	5.035130055
946	5.028742515
947	5.025941383
948	5.022234851
949	5.017112531
950	5.0118591
951	5.00843666
952	5.004033974
953	5.000342517
954	4.995022431
955	4.992059981
956	4.98699291
957	4.984250498
958	4.980642404
959	4.975563306
960	4.97128268
961	4.96708039
962	4.9629742
963	4.955658206
964	4.95210391
965	4.948485679
966	4.943281999
967	4.938442121
968	4.935209317
969	4.928746993
970	4.926031044
971	4.920451382
972	4.914135779
973	4.910259675
974	4.90725064
975	4.904410188
976	4.901585033
977	4.898460492
978	4.893277
979	4.890159088
980	4.886630945
981	4.883008261
982	4.879125542
983	4.875553619
984	4.872234856
985	4.866303306
986	4.862775401
987	4.86031648
988	4.855918212
989	4.853875784
990	4.850280821
991	4.847061105
992	4.841831758
993	4.837654361
994	4.832496327
995	4.830163249
996	4.826205799
997	4.824212044
998	4.819005859
999	4.814738816
